THSMSTRAKM;KDPTITRAKM;KDJENTRAKM;KDPSTTRKAM;NIMHSTRKAM;SKSEMTRAKM;NLIPSTRAKM;SKSTTTRAKM;NLIPKTRAKM
20132;071079;C;200;201112061;6;0.00;180;3.49
20132;071079;C;200;201112067;24;3.50;110;2.15
20132;071079;C;200;201112068;6;0.00;209;3.00
20132;071079;C;200;201112070;23;3.67;118;3.22
20132;071079;C;200;201112072;24;3.33;111;3.22
20132;071079;C;200;201112073;6;0.00;194;2.93
20132;071079;C;200;201112076;23;3.50;113;3.29
20132;071079;C;200;201112077;23;3.50;113;3.21
20132;071079;C;200;201112079;24;3.43;109;2.87
20132;071079;C;200;201112081;21;2.00;111;0.97
20132;071079;C;200;201112084;21;3.80;118;3.65
20132;071079;C;200;201112086;24;3.50;110;2.42
20132;071079;C;200;201112089;23;3.50;115;3.36
20132;071079;C;200;201112094;21;3.70;113;3.32
20132;071079;C;200;201112096;23;3.47;118;3.14
20132;071079;C;200;201112099;21;4.00;115;3.35
20132;071079;C;200;201112101;21;3.85;113;3.12
20132;071079;C;200;201112102;21;2.65;110;2.38
20132;071079;C;200;201112104;24;3.15;117;2.86
20132;071079;C;200;201112105;24;3.75;110;3.05
20132;071079;C;200;201112106;21;3.67;115;3.26
20132;071079;C;200;201112107;21;3.28;126;2.21
20132;071079;C;200;201112109;21;4.00;115;3.84
20132;071079;C;200;201112111;21;3.57;118;3.35
20132;071079;C;200;201112112;21;3.67;118;3.33
20132;071079;C;200;201112113;24;3.90;116;3.18
20132;071079;C;200;201112114;24;3.10;118;2.90
20132;071079;C;200;201112115;21;3.67;115;3.73
20132;071079;C;200;201112117;24;3.50;101;1.17
20132;071079;C;200;201112121;18;3.13;108;2.80
20132;071079;C;200;201112122;21;3.80;114;2.99
20132;071079;C;200;201112123;21;3.50;113;3.36
20132;071079;C;200;201112125;24;3.85;108;3.14
20132;071079;C;200;201112128;23;2.35;113;3.37
20132;071079;C;200;201112130;24;2.00;75;1.63
20132;071079;C;200;201112133;24;3.43;115;3.26
20132;071079;C;200;201112136;21;3.57;118;3.24
20132;071079;C;200;201112138;24;3.10;122;2.69
20132;071079;C;200;201112141;23;2.83;122;2.52
20132;071079;C;200;201112143;24;3.80;116;3.41
20132;071079;C;200;201112144;24;2.93;122;2.58
20132;071079;C;200;201112145;21;3.65;113;3.56
20132;071079;C;200;201112149;21;3.65;113;3.50
20132;071079;C;200;201112150;21;3.65;113;3.65
20132;071079;C;200;201112151;6;0.00;213;3.10
20132;071079;C;200;201112152;21;3.67;117;3.26
20132;071079;C;200;201112153;21;1.93;121;2.43
20132;071079;C;200;201112154;24;3.58;110;3.15
20132;071079;C;200;201112155;24;3.33;117;2.89
20132;071079;C;200;201112159;21;0.50;117;2.55
20132;071079;C;200;201112160;24;3.33;111;2.70
20132;071079;C;200;201112164;23;3.50;119;3.28
20132;071079;C;200;201112165;24;3.65;107;2.93
20132;071079;C;200;201112166;21;3.33;121;3.11
20132;071079;C;200;201112167;21;3.25;121;3.03
20132;071079;C;200;201112171;21;2.43;115;2.90
20132;071079;C;200;201112172;21;3.85;112;3.51
20132;071079;C;200;201112174;24;3.50;107;2.90
20132;071079;C;200;201112175;24;3.65;108;3.22
20132;071079;C;200;201112176;24;3.85;111;3.15
20132;071079;C;200;201112178;24;1.87;117;2.68
20132;071079;C;200;201112184;23;1.35;108;2.57
20132;071079;C;200;201112188;21;3.43;120;3.21
20132;071079;C;200;201112189;11;0.00;274;2.62
20132;071079;C;200;201112194;12;0.00;184;2.93
20132;071079;C;200;201112195;15;0.00;262;2.50
20132;071079;C;200;201112199;21;3.10;113;2.78
20132;071079;C;200;201112200;21;2.90;112;2.80
20132;071079;C;200;201112201;21;2.00;233;3.08
20132;071079;C;200;201112210;21;3.80;115;3.09
20132;071079;C;200;201112216;12;3.00;190;2.45
20132;071079;C;200;201112218;24;2.66;119;2.84
20132;071079;C;200;201112219;6;0.00;141;2.82
20132;071079;C;200;201112231;24;2.20;107;2.93
20132;071079;C;200;201112238;21;3.43;113;3.13
20132;071079;C;200;201112240;6;0.00;248;2.58
20132;071079;C;200;201112244;21;4.00;97;3.49
20132;071079;C;200;201112247;23;3.15;98;3.36
20132;071079;C;200;201112249;11;3.40;216;3.09
20132;071079;C;200;201112252;23;3.53;101;3.59
20132;071079;C;200;201112254;6;0.00;223;2.77
20132;071079;C;200;201112255;23;2.67;99;3.16
20132;071079;C;200;201112257;23;2.50;100;3.23
20132;071079;C;200;201112271;6;0.00;208;2.95
20132;071079;C;200;201112274;24;3.40;105;3.09
20132;071079;C;200;201112277;24;3.75;107;3.43
20132;071079;C;200;201112287;6;0.00;183;3.27
20132;071079;C;200;201112292;6;0.00;180;3.50
20132;071079;C;200;201112296;14;3.30;183;2.97
20132;071079;C;200;201211002;24;4.00;76;3.80
20132;071079;C;200;201211004;21;2.65;70;2.47
20132;071079;C;200;201211006;23;3.00;76;2.66
20132;071079;C;200;201211007;21;2.77;76;2.39
20132;071079;C;200;201211008;21;3.00;78;3.19
20132;071079;C;200;201211009;21;1.50;50;1.82
20132;071079;C;200;201211010;23;3.10;78;2.82
20132;071079;C;200;201211012;23;2.67;76;2.65
20132;071079;C;200;201211013;24;3.65;71;3.06
20132;071079;C;200;201211015;23;2.15;73;2.49
20132;071079;C;200;201211019;23;3.35;73;2.45
20132;071079;C;200;201211021;23;3.15;73;2.50
20132;071079;C;200;201211023;21;2.15;73;2.19
20132;071079;C;200;201211024;24;0.00;73;1.85
20132;071079;C;200;201211025;23;2.90;76;2.60
20132;071079;C;200;201211027;21;2.67;76;3.01
20132;071079;C;200;201211030;21;1.77;76;2.19
20132;071079;C;200;201211031;24;2.57;78;3.11
20132;071079;C;200;201211032;21;3.20;76;2.77
20132;071079;C;200;201211034;23;3.10;76;2.86
20132;071079;C;200;201211035;24;4.00;76;3.45
20132;071079;C;200;201211038;21;3.67;76;2.85
20132;071079;C;200;201211039;21;3.23;78;3.27
20132;071079;C;200;201211042;24;3.23;76;2.61
20132;071079;C;200;201211044;24;3.43;76;2.78
20132;071079;C;200;201211045;21;3.00;76;2.83
20132;071079;C;200;201211046;23;4.00;73;3.45
20132;071079;C;200;201211049;21;3.00;76;2.77
20132;071079;C;200;201211051;23;2.77;76;2.29
20132;071079;C;200;201211052;23;3.67;76;3.13
20132;071079;C;200;201211055;21;2.67;76;2.37
20132;071079;C;200;201211056;21;1.00;64;0.56
20132;071079;C;200;201211058;23;1.50;73;2.28
20132;071079;C;200;201211059;21;3.20;78;2.85
20132;071079;C;200;201211060;23;2.47;76;2.06
20132;071079;C;200;201211063;23;3.00;76;2.65
20132;071079;C;200;201211070;21;3.50;73;2.57
20132;071079;C;200;201211071;24;4.00;76;3.76
20132;071079;C;200;201211073;21;3.00;76;3.21
20132;071079;C;200;201211074;23;2.90;76;2.49
20132;071079;C;200;201211081;20;1.76;103;2.82
20132;071079;C;200;201211084;24;3.50;71;2.75
20132;071079;C;200;201211085;23;3.57;76;3.31
20132;071079;C;200;201211086;21;2.50;73;2.35
20132;071079;C;200;201211090;23;3.33;76;3.04
20132;071079;C;200;201211091;24;3.57;78;2.96
20132;071079;C;200;201211093;21;4.00;73;3.64
20132;071079;C;200;201211094;23;2.30;70;2.22
20132;071079;C;200;201211095;23;2.87;76;2.83
20132;071079;C;200;201211096;21;3.20;76;3.14
20132;071079;C;200;201211097;23;2.85;73;2.67
20132;071079;C;200;201211099;21;3.57;76;3.08
20132;071079;C;200;201211101;23;3.67;76;3.38
20132;071079;C;200;201211105;21;3.20;76;3.10
20132;071079;C;200;201211106;24;2.77;76;2.79
20132;071079;C;200;201211107;21;2.77;78;3.01
20132;071079;C;200;201211108;21;3.67;76;3.26
20132;071079;C;200;201211110;21;3.33;76;2.42
20132;071079;C;200;201211112;23;2.80;75;2.38
20132;071079;C;200;201211113;23;2.00;76;2.96
20132;071079;C;200;201211114;23;3.47;76;2.70
20132;071079;C;200;201211115;21;4.00;73;3.54
20132;071079;C;200;201211117;24;3.50;71;3.27
20132;071079;C;200;201211118;23;3.11;73;3.12
20132;071079;C;200;201211122;23;2.15;69;2.30
20132;071079;C;200;201211124;23;2.85;73;2.78
20132;071079;C;200;201211127;23;2.85;73;2.44
20132;071079;C;200;201211132;21;4.00;76;3.42
20132;071079;C;200;201211133;23;3.65;70;3.38
20132;071079;C;200;201211134;21;4.00;127;3.16
20132;071079;C;200;201211136;21;3.20;76;2.86
20132;071079;C;200;201211138;21;3.50;71;2.83
20132;071079;C;200;201211142;21;3.00;70;1.38
20132;071079;C;200;201211145;24;3.15;71;2.82
20132;071079;C;200;201211147;21;0.00;67;1.58
20132;071079;C;200;201211151;24;3.43;73;3.49
20132;071079;C;200;201211153;21;2.77;72;2.74
20132;071079;C;200;201211154;24;3.25;73;2.65
20132;071079;C;200;201211155;21;3.50;70;2.95
20132;071079;C;200;201211156;21;3.10;73;3.10
20132;071079;C;200;201211157;21;4.00;70;3.62
20132;071079;C;200;201211160;23;1.88;72;2.02
20132;071079;C;200;201211161;21;1.50;60;0.76
20132;071079;C;200;201211166;21;3.67;73;2.94
20132;071079;C;200;201211167;21;3.33;73;2.93
20132;071079;C;200;201211168;24;0.00;71;2.73
20132;071079;C;200;201211169;23;2.15;70;1.26
20132;071079;C;200;201211173;24;2.85;63;2.61
20132;071079;C;200;201211175;24;3.50;71;2.99
20132;071079;C;200;201211192;24;3.15;69;2.99
20132;071079;C;200;201211193;24;2.00;70;1.63
20132;071079;C;200;201211198;21;3.80;73;3.16
20132;071079;C;200;201211201;21;0.00;40;0.80
20132;071079;C;200;201211217;21;3.77;73;3.09
20132;071079;C;200;201211224;21;2.80;71;3.19
20132;071079;C;200;201211226;21;3.20;73;3.34
20132;071079;C;200;201211228;21;2.85;67;3.20
20132;071079;C;200;201211245;24;2.00;73;2.47
20132;071079;C;200;201211246;21;3.00;73;2.84
20132;071079;C;200;201211249;24;3.08;73;2.98
20132;071079;C;200;201211261;21;3.00;73;2.92
20132;071079;C;200;201211265;24;3.90;128;3.01
20132;071079;C;200;201211271;21;1.33;67;1.45
20132;071079;C;200;201211279;18;2.33;121;2.69
20132;071079;C;200;201211291;15;3.70;128;3.34
20132;071079;C;200;201211294;21;3.30;121;3.01
20132;071079;C;200;201211301;24;0.50;58;2.31
20132;071079;C;200;201211303;15;4.00;126;3.49
20132;071079;C;200;201211311;21;0.00;126;2.94
20132;071079;C;200;201211320;24;0.00;35;0.00
20132;071079;C;200;201211329;19;4.00;54;3.68
20132;071079;C;200;201211335;19;3.26;54;3.15
20132;071079;C;200;201211336;19;2.51;52;3.28
20132;071079;C;200;201211340;21;3.30;45;3.39
20132;071079;C;200;201211368;21;0.00;38;2.26
20132;071079;C;200;201211373;19;3.64;54;3.31
20132;071079;C;200;201211381;19;3.13;54;2.94
20132;071079;C;200;201211395;29;1.00;60;2.42
20132;071079;C;200;201212001;20;3.60;77;3.44
20132;071079;C;200;201212002;23;2.25;77;2.49
20132;071079;C;200;201212003;20;3.68;77;3.84
20132;071079;C;200;201212005;20;3.60;79;3.66
20132;071079;C;200;201212006;19;1.58;74;0.94
20132;071079;C;200;201212007;22;2.47;70;2.93
20132;071079;C;200;201212008;20;3.90;78;3.92
20132;071079;C;200;201212009;24;2.37;78;2.86
20132;071079;C;200;201212010;23;0.38;73;1.63
20132;071079;C;200;201212011;20;3.43;74;3.46
20132;071079;C;200;201212012;20;2.77;74;3.38
20132;071079;C;200;201212013;22;2.79;77;3.31
20132;071079;C;200;201212014;20;2.39;75;2.93
20132;071079;C;200;201212015;24;2.14;74;1.06
20132;071079;C;200;201212017;20;3.70;74;3.43
20132;071079;C;200;201212019;22;2.99;73;3.36
20132;071079;C;200;201212020;20;3.38;73;3.42
20132;071079;C;200;201212021;20;2.34;73;3.06
20132;071079;C;200;201212024;23;3.18;70;3.26
20132;071079;C;200;201212026;20;3.26;73;3.27
20132;071079;C;200;201212029;22;4.00;72;3.83
20132;071079;C;200;201212031;20;3.53;75;3.56
20132;071079;C;200;201212032;20;3.50;71;3.29
20132;071079;C;200;201212036;20;3.38;73;3.48
20132;071079;C;200;201212037;22;2.06;66;2.92
20132;071079;C;200;201212038;20;3.60;77;3.57
20132;071079;C;200;201212039;20;3.49;73;3.66
20132;071079;C;200;201212040;22;0.29;58;0.72
20132;071079;C;200;201212041;20;3.56;75;3.75
20132;071079;C;200;201212042;20;3.26;73;3.57
20132;071079;C;200;201212044;24;1.99;77;2.95
20132;071079;C;200;201212045;20;3.68;75;3.54
20132;071079;C;200;201212046;20;2.68;77;3.32
20132;071079;C;200;201212047;20;2.93;77;3.24
20132;071079;C;200;201212048;20;3.39;73;3.49
20132;071079;C;200;201212049;20;2.58;77;2.88
20132;071079;C;200;201212051;20;3.23;74;3.42
20132;071079;C;200;201212052;20;3.33;74;3.54
20132;071079;C;200;201212053;20;3.65;71;3.16
20132;071079;C;200;201212054;20;3.45;72;3.30
20132;071079;C;200;201212056;20;4.00;172;3.12
20132;071079;C;200;201212064;20;3.50;73;3.51
20132;071079;C;200;201212067;22;1.50;79;2.22
20132;071079;C;200;201212069;22;2.63;73;2.77
20132;071079;C;200;201212070;22;1.68;79;2.58
20132;071079;C;200;201212071;24;3.00;77;2.89
20132;071079;C;200;201212072;24;2.52;79;2.45
20132;071079;C;200;201212073;20;2.15;79;2.75
20132;071079;C;200;201212074;20;3.53;75;3.51
20132;071079;C;200;201212075;20;3.70;71;3.59
20132;071079;C;200;201212078;23;3.34;79;3.23
20132;071079;C;200;201212083;22;1.93;79;2.67
20132;071079;C;200;201212084;20;2.93;79;2.57
20132;071079;C;200;201212089;20;1.65;77;2.50
20132;071079;C;200;201212092;20;3.68;79;3.56
20132;071079;C;200;201212095;23;3.77;72;3.55
20132;071079;C;200;201212096;22;3.00;79;3.09
20132;071079;C;200;201212097;23;1.52;79;2.86
20132;071079;C;200;201212098;20;3.58;77;3.67
20132;071079;C;200;201212100;20;1.50;77;2.57
20132;071079;C;200;201212102;20;3.64;75;3.18
20132;071079;C;200;201212103;20;2.80;74;2.83
20132;071079;C;200;201212106;20;3.33;77;3.35
20132;071079;C;200;201212107;20;1.93;77;2.61
20132;071079;C;200;201212108;20;3.50;79;3.23
20132;071079;C;200;201212109;24;3.51;73;2.73
20132;071079;C;200;201212110;20;3.00;73;2.97
20132;071079;C;200;201212111;20;0.00;76;2.56
20132;071079;C;200;201212113;20;3.43;79;3.09
20132;071079;C;200;201212117;20;2.00;73;2.22
20132;071079;C;200;201212118;20;3.60;73;3.12
20132;071079;C;200;201212119;24;2.56;79;2.99
20132;071079;C;200;201212120;22;3.64;73;3.62
20132;071079;C;200;201212122;20;3.56;73;3.56
20132;071079;C;200;201212127;22;3.64;73;3.53
20132;071079;C;200;201212128;22;1.98;77;2.40
20132;071079;C;200;201212134;20;1.35;62;2.27
20132;071079;C;200;201212137;20;3.15;69;3.33
20132;071079;C;200;201212139;20;3.56;70;3.53
20132;071079;C;200;201212140;22;4.00;72;3.80
20132;071079;C;200;201212143;22;3.85;75;3.66
20132;071079;C;200;201212144;24;3.21;79;3.25
20132;071079;C;200;201212146;22;3.68;71;3.34
20132;071079;C;200;201212147;20;3.50;72;3.44
20132;071079;C;200;201212151;23;3.00;70;3.03
20132;071079;C;200;201212152;22;0.00;77;1.93
20132;071079;C;200;201212154;20;3.00;75;2.52
20132;071079;C;200;201212155;24;1.00;71;2.58
20132;071079;C;200;201212157;22;3.83;71;3.59
20132;071079;C;200;201212159;24;3.59;69;3.31
20132;071079;C;200;201212160;20;3.30;68;3.59
20132;071079;C;200;201212161;22;3.59;69;3.55
20132;071079;C;200;201212164;20;0.77;53;1.57
20132;071079;C;200;201212167;20;3.50;69;3.54
20132;071079;C;200;201212169;20;3.56;70;3.47
20132;071079;C;200;201212174;19;4.00;69;3.68
20132;071079;C;200;201212176;22;2.88;71;2.85
20132;071079;C;200;201212177;22;3.56;70;2.76
20132;071079;C;200;201212178;20;3.23;71;3.44
20132;071079;C;200;201212179;23;2.72;67;2.75
20132;071079;C;200;201212183;22;2.90;68;2.86
20132;071079;C;200;201212186;22;3.15;72;3.06
20132;071079;C;200;201212189;24;3.43;69;3.29
20132;071079;C;200;201212190;20;3.18;67;3.07
20132;071079;C;200;201212191;22;2.14;136;2.58
20132;071079;C;200;201212192;23;3.15;68;2.68
20132;071079;C;200;201212194;22;3.00;65;3.16
20132;071079;C;200;201212196;24;3.51;76;3.23
20132;071079;C;200;201212197;22;3.36;72;3.30
20132;071079;C;200;201212198;20;3.30;70;3.33
20132;071079;C;200;201212202;24;3.30;66;2.98
20132;071079;C;200;201212210;20;3.42;67;3.32
20132;071079;C;200;201212213;20;3.30;66;3.33
20132;071079;C;200;201212216;22;3.12;77;3.18
20132;071079;C;200;201212227;20;3.71;137;3.48
20132;071079;C;200;201212240;15;3.85;137;3.25
20132;071079;C;200;201212251;20;3.00;72;3.39
20132;071079;C;200;201212256;20;2.45;70;1.77
20132;071079;C;200;201212261;22;3.53;77;3.43
20132;071079;C;200;201212263;24;0.20;27;0.89
20132;071079;C;200;201212271;23;2.13;63;2.23
20132;071079;C;200;201212277;24;3.33;74;3.10
20132;071079;C;200;201212281;20;2.99;57;3.28
20132;071079;C;200;201212287;17;4.00;138;3.25
20132;071079;C;200;201212311;22;3.12;72;2.43
20132;071079;C;200;201212319;18;4.00;51;
20132;071079;C;200;201212320;18;4.00;51;3.39
20132;071079;C;200;201212322;18;3.85;51;
20132;071079;C;200;201212353;20;3.70;104;2.65
20132;071079;C;200;201212363;6;0.00;133;3.46
20132;071079;C;200;201212367;16;2.60;119;2.92
20132;071079;C;200;201212369;23;2.66;122;2.43
20132;071079;C;200;201311001;20;3.71;31;3.37
20132;071079;C;200;201311003;20;2.87;34;2.49
20132;071079;C;200;201311004;20;2.36;34;2.32
20132;071079;C;200;201311005;20;1.74;32;2.51
20132;071079;C;200;201311006;20;2.20;34;2.80
20132;071079;C;200;201311007;20;1.70;34;2.15
20132;071079;C;200;201311008;20;2.60;29;3.20
20132;071079;C;200;201311011;20;1.57;31;2.34
20132;071079;C;200;201311012;20;3.27;31;2.84
20132;071079;C;200;201311013;20;1.20;29;2.63
20132;071079;C;200;201311014;20;2.70;31;3.22
20132;071079;C;200;201311016;20;2.39;33;2.93
20132;071079;C;200;201311017;20;3.21;31;3.51
20132;071079;C;200;201311019;20;0.80;29;2.36
20132;071079;C;200;201311020;20;2.80;31;3.31
20132;071079;C;200;201311021;20;2.75;32;2.82
20132;071079;C;200;201311022;20;1.30;34;2.21
20132;071079;C;200;201311023;23;2.43;45;2.93
20132;071079;C;200;201311024;20;3.00;26;3.50
20132;071079;C;200;201311026;20;1.33;33;2.39
20132;071079;C;200;201311028;20;1.86;34;2.54
20132;071079;C;200;201311029;20;2.56;31;2.86
20132;071079;C;200;201311031;20;2.26;33;3.06
20132;071079;C;200;201311032;18;1.88;32;2.00
20132;071079;C;200;201311034;20;2.22;33;2.47
20132;071079;C;200;201311035;20;2.20;34;2.84
20132;071079;C;200;201311036;20;1.13;29;2.30
20132;071079;C;200;201311038;20;2.43;31;3.00
20132;071079;C;200;201311039;20;3.18;35;2.63
20132;071079;C;200;201311044;20;2.23;31;3.12
20132;071079;C;200;201311045;20;2.86;31;3.08
20132;071079;C;200;201311046;20;2.59;31;2.96
20132;071079;C;200;201311050;20;3.21;31;3.16
20132;071079;C;200;201311051;20;3.43;31;3.70
20132;071079;C;200;201311052;20;3.00;31;3.32
20132;071079;C;200;201311053;20;0.57;31;1.52
20132;071079;C;200;201311054;20;3.34;31;3.18
20132;071079;C;200;201311055;20;2.59;34;3.21
20132;071079;C;200;201311057;20;2.20;34;2.72
20132;071079;C;200;201311058;20;2.44;34;2.93
20132;071079;C;200;201311059;20;1.70;32;1.80
20132;071079;C;200;201311060;20;3.06;31;3.08
20132;071079;C;200;201311061;20;3.06;31;2.68
20132;071079;C;200;201311062;20;2.00;32;1.96
20132;071079;C;200;201311063;20;0.29;31;2.18
20132;071079;C;200;201311064;20;1.75;32;1.80
20132;071079;C;200;201311065;20;3.91;31;3.74
20132;071079;C;200;201311066;20;2.85;36;3.12
20132;071079;C;200;201311069;20;3.01;28;2.83
20132;071079;C;200;201311070;18;0.00;26;1.63
20132;071079;C;200;201311071;20;3.54;34;3.54
20132;071079;C;200;201311072;20;2.73;34;3.04
20132;071079;C;200;201311073;20;2.88;33;3.01
20132;071079;C;200;201311074;20;0.94;31;2.47
20132;071079;C;200;201311078;20;2.56;33;2.98
20132;071079;C;200;201311079;20;3.20;31;2.86
20132;071079;C;200;201311080;20;3.43;31;3.18
20132;071079;C;200;201311081;20;3.43;31;3.77
20132;071079;C;200;201311082;20;2.57;31;3.15
20132;071079;C;200;201311083;20;2.60;33;2.77
20132;071079;C;200;201311086;20;2.94;34;3.24
20132;071079;C;200;201311087;20;2.64;34;3.00
20132;071079;C;200;201311088;20;2.64;33;2.71
20132;071079;C;200;201311090;20;3.01;31;2.98
20132;071079;C;200;201311093;20;2.53;31;2.81
20132;071079;C;200;201311095;20;1.29;31;2.65
20132;071079;C;200;201311096;20;3.23;31;3.29
20132;071079;C;200;201311098;20;1.70;34;2.06
20132;071079;C;200;201311100;20;2.64;34;2.63
20132;071079;C;200;201311101;20;2.14;31;1.52
20132;071079;C;200;201311104;20;3.34;31;3.53
20132;071079;C;200;201311105;20;2.50;33;2.79
20132;071079;C;200;201311106;20;3.43;31;3.50
20132;071079;C;200;201311112;20;2.66;31;2.99
20132;071079;C;200;201311113;20;3.43;31;3.32
20132;071079;C;200;201311117;20;0.00;27;1.15
20132;071079;C;200;201311120;23;3.64;68;3.25
20132;071079;C;200;201311121;20;2.77;31;2.81
20132;071079;C;200;201311122;20;3.43;31;3.33
20132;071079;C;200;201311124;20;1.99;26;3.20
20132;071079;C;200;201311129;20;2.78;35;2.86
20132;071079;C;200;201311130;20;1.89;33;2.39
20132;071079;C;200;201311132;20;2.56;33;2.42
20132;071079;C;200;201311134;20;3.43;31;3.36
20132;071079;C;200;201311138;20;3.43;31;3.45
20132;071079;C;200;201311139;20;3.43;31;3.49
20132;071079;C;200;201311142;20;2.43;33;2.39
20132;071079;C;200;201311147;20;2.00;29;2.86
20132;071079;C;200;201311148;20;3.43;31;3.20
20132;071079;C;200;201311149;20;2.75;35;2.84
20132;071079;C;200;201311150;20;3.70;25;3.66
20132;071079;C;200;201311152;20;3.51;35;3.48
20132;071079;C;200;201311153;20;1.94;32;2.53
20132;071079;C;200;201311154;20;2.44;34;2.91
20132;071079;C;200;201311156;20;3.06;31;3.16
20132;071079;C;200;201311157;20;2.60;33;2.49
20132;071079;C;200;201311158;20;3.21;31;2.92
20132;071079;C;200;201311160;20;1.14;31;2.53
20132;071079;C;200;201311161;20;1.80;29;3.22
20132;071079;C;200;201311162;20;3.42;29;3.53
20132;071079;C;200;201311163;20;3.07;33;2.99
20132;071079;C;200;201311164;20;2.40;33;2.90
20132;071079;C;200;201311165;20;2.13;31;2.90
20132;071079;C;200;201311166;20;2.36;31;3.06
20132;071079;C;200;201311167;20;3.23;31;2.70
20132;071079;C;200;201311168;20;2.36;35;2.79
20132;071079;C;200;201311170;20;3.70;26;3.54
20132;071079;C;200;201311173;20;0.00;30;2.46
20132;071079;C;200;201311174;20;1.41;31;2.20
20132;071079;C;200;201311177;20;2.14;31;2.60
20132;071079;C;200;201311179;20;0.00;23;0.79
20132;071079;C;200;201311182;20;3.00;23;3.33
20132;071079;C;200;201311183;20;1.62;23;3.02
20132;071079;C;200;201311184;20;2.80;29;2.37
20132;071079;C;200;201311185;20;0.60;29;1.95
20132;071079;C;200;201311186;20;2.77;31;2.94
20132;071079;C;200;201311188;20;2.91;29;3.19
20132;071079;C;200;201311191;20;2.84;29;3.03
20132;071079;C;200;201311192;20;0.00;26;1.67
20132;071079;C;200;201311193;20;1.20;32;2.20
20132;071079;C;200;201311196;20;2.90;33;3.12
20132;071079;C;200;201311200;20;1.30;34;1.29
20132;071079;C;200;201311203;20;2.00;31;2.52
20132;071079;C;200;201311204;20;3.34;31;3.51
20132;071079;C;200;201311205;20;1.84;31;2.74
20132;071079;C;200;201311207;20;2.94;31;3.41
20132;071079;C;200;201311208;20;2.77;34;3.08
20132;071079;C;200;201311209;20;0.00;29;2.59
20132;071079;C;200;201311210;20;2.94;31;3.12
20132;071079;C;200;201311211;20;3.23;30;3.27
20132;071079;C;200;201311213;20;1.51;31;2.57
20132;071079;C;200;201311214;20;3.63;31;3.58
20132;071079;C;200;201311218;20;2.51;33;2.62
20132;071079;C;200;201311219;20;3.79;31;3.55
20132;071079;C;200;201311220;20;3.30;31;3.42
20132;071079;C;200;201311222;20;0.71;31;2.34
20132;071079;C;200;201311223;20;3.43;31;3.60
20132;071079;C;200;201311225;18;0.00;29;2.02
20132;071079;C;200;201311226;20;3.43;31;3.42
20132;071079;C;200;201311227;20;3.00;30;3.22
20132;071079;C;200;201311229;20;3.43;31;3.42
20132;071079;C;200;201311230;20;2.50;33;3.18
20132;071079;C;200;201311233;20;2.29;31;2.48
20132;071079;C;200;201311235;20;3.51;31;3.38
20132;071079;C;200;201311236;20;3.40;33;3.45
20132;071079;C;200;201311239;20;2.91;33;3.05
20132;071079;C;200;201311242;20;2.47;29;2.13
20132;071079;C;200;201311246;20;2.36;28;2.23
20132;071079;C;200;201311250;20;3.60;28;3.39
20132;071079;C;200;201311252;20;2.22;27;2.74
20132;071079;C;200;201311253;20;2.90;25;2.92
20132;071079;C;200;201311264;20;2.59;28;2.96
20132;071079;C;200;201311265;20;3.45;29;3.52
20132;071079;C;200;201311269;20;1.90;28;2.35
